n_bbox_width,n_bbox_height,AnchorBox#,width_mul,height_mul
0.08528784648187633,0.2955607476635514,6,0.01326506490514596,0.11077051984378587
0.1643192488262911,0.12434691745036573,2,0.031489012933042466,0.021354454396976762
0.29458917835671344,0.5222841225626741,4,0.10257877099683897,0.3214971894728428
0.10898379970544919,0.08781127129750983,2,0.02088490729436631,0.015080082618145455
0.17197452229299362,0.3273453093812375,6,0.026747693772908164,0.12268276614951942
0.4211994421199442,0.16940451745379878,1,0.171007016366368,0.03378374526114276
0.2903663500678426,0.4007707129094412,5,0.10028443238765616,0.15991566990186395
0.10462287104622871,0.3804945054945055,6,0.01627229707676877,0.14260206913303955
0.15692307692307692,0.3692493946731235,6,0.024406699035860478,0.13838761649941916
0.4195804195804196,0.48230668414154654,1,0.17034969305055228,0.09618472045309123
0.1292372881355932,0.09328358208955224,2,0.024766146794129584,0.016019858317059734
0.45904173106646057,0.23449612403100775,1,0.18637098952988165,0.04676473471936479
0.4492099322799097,0.2674897119341564,1,0.1823792782219551,0.05334452955438204
0.15636363636363637,0.35904255319148937,6,0.024319687631098052,0.13456228737225523
0.602760736196319,0.41914893617021276,3,0.3525365896399667,0.14892271112972183
0.39014373716632444,0.12331081081081081,1,0.15839839699464428,0.024591439962712656
0.356981981981982,0.34513274336283184,5,0.12329161222476069,0.13771498785243483
0.22566371681415928,0.37721518987341773,6,0.03509812914448963,0.1413730443083587
0.41849148418491483,0.5480607082630692,1,0.16990758516915588,0.10929781350518412
0.17326732673267325,0.32669322709163345,6,0.026948767378461747,0.1224383781691419
0.52,0.12180974477958237,1,0.21112005292065114,0.024292087659826125
0.28391167192429023,0.17867867867867868,2,0.054406883995171164,0.03068500429115129
0.6518847006651884,0.29132947976878615,3,0.3812677160446728,0.10350873452189932
0.1952141057934509,0.12613981762917933,2,0.03740949125528597,0.021662354310314692
0.5,0.3146067415730337,3,0.29243493186419633,0.11177909533263783
0.48079658605974396,0.41830065359477125,5,0.16605372046608977,0.16691047295941155
0.3292181069958848,0.1933497536945813,1,0.13366258494501496,0.03855905924648028
0.33908754623921084,0.38311688311688313,5,0.1171113736022691,0.15287143256946106
0.39867109634551495,0.6706281833616299,4,0.13882109086018754,0.41281185243415025
0.19638242894056848,0.05945945945945946,2,0.03763338068365386,0.010211144285122615
0.39094650205761317,0.6214285714285714,4,0.13613131320806113,0.38252654166877326
0.31100478468899523,0.5068493150684932,5,0.10741237163016297,0.20224319080120481
0.2557077625570776,0.08226221079691516,2,0.049002080399912655,0.014127126470653393
0.37549019607843137,0.35,3,0.2196128998117396,0.12435424355755959
0.6239837398373984,0.449868073878628,3,0.36494928488743206,0.15983715436535176
0.3380281690140845,0.14641744548286603,5,0.116745494278851,0.05842354025755103
0.588034188034188,0.07724867724867725,3,0.34392347542319157,0.027446288071660923
0.08781362007168458,0.3135755258126195,6,0.01365790576098384,0.1175221144185645
0.23440134907251264,0.3613013698630137,6,0.03645711830655018,0.1354088486931157
0.16721311475409836,0.1116584564860427,2,0.03204357353551666,0.01917542843810158
0.5975232198142415,0.114321608040201,3,0.34947332414730586,0.040618220257494335
0.3968957871396896,0.6998223801065719,4,0.13820291120576578,0.43078263078437623
0.2311111111111111,0.09395973154362416,2,0.04428854695192106,0.016135975410901508
0.23703703703703705,0.2863849765258216,2,0.04542415071991904,0.04918171713939766
0.38315217391304346,0.5667215815485996,4,0.13341725355971962,0.3488511095981389
0.34252669039145905,0.4852374839537869,5,0.11829915799645582,0.1936196303982391
0.6045454545454545,0.4205298013245033,3,0.35358041761761916,0.14941332953462694
0.39012345679012345,0.30969267139479906,1,0.15839016315984272,0.06176091686869043
0.18282208588957055,0.14160401002506265,2,0.035034769621594,0.024318064625254984
0.358974358974359,0.44038929440389296,5,0.12397972362519007,0.1757242901332491
0.18545454545454546,0.2206266318537859,2,0.03553923610302757,0.03788884714863026
0.3492462311557789,0.43617021276595747,5,0.12061989981553399,0.17404079070385453
0.32004089979550104,0.12558139534883722,2,0.06133044122795817,0.02156645484320823
0.3882978723404255,0.2974308300395257,1,0.15764897568747477,0.059315581106661075
0.36387782204515273,0.07507507507507508,1,0.1477344327823537,0.014971957359337994
0.12100456621004566,0.3411154345006485,6,0.018820189403379744,0.12784354588718427
0.20324324324324325,0.1715686274509804,2,0.03894814004295761,0.029463974708631428
0.28255093002657217,0.1985494106980961,1,0.11471570634613291,0.03959600849843851
0.22006472491909385,0.33195020746887965,6,0.03422730177628762,0.12440859394982133
0.37261698440207974,0.057285180572851806,1,0.15128253358865484,0.011424181461038078
0.1119186046511628,0.3023255813953488,6,0.017407023579925,0.11330585024557856
0.41725768321513,0.2157394843962008,1,0.16940666184985873,0.043024164249925036
0.2513812154696133,0.4721878862793572,5,0.08682005508007096,0.18841257537441608
0.42081447963800905,0.3109826589595376,1,0.1708507215595245,0.06201817453768414
0.6637554585152838,0.5917030567685589,4,0.23112600251220158,0.36422870528819096
0.30158730158730157,0.3672922252010724,6,0.046906743400696685,0.13765410678422424
0.13312693498452013,0.10905349794238683,2,0.025511532017137194,0.01872807140210012
0.1759656652360515,0.23550724637681159,2,0.033720852231055774,0.040444337954084135
0.6178010471204188,0.4396728016359918,3,0.3613332142405777,0.15621479617221917
0.6446428571428572,0.18262150220913106,1,0.2617250656056149,0.03641956190172515
0.12182203389830508,0.2566995768688293,6,0.018947332512156974,0.09620609569511748
0.17563739376770537,0.18672199170124482,2,0.033657944540166636,0.03206630561057931
0.09322033898305085,0.3134502923976608,6,0.014498828357128814,0.11747517932793948
0.21679064824654623,0.3395565927654609,6,0.03371807518237898,0.1272593217954335
0.26858877086494687,0.3927427961579509,5,0.09276306440328279,0.15671236775458092
0.5805084745762712,0.0867579908675799,3,0.33952191241860086,0.03082492664831875
0.09186046511627907,0.35127478753541075,6,0.014287323250016366,0.13165107725199932
0.09326424870466321,0.10049627791563276,2,0.017872520441937056,0.01725851535219517
0.6704545454545454,0.42085427135678394,3,0.39212865863608143,0.14952861303583082
0.23666210670314639,0.45145631067961167,5,0.08173648576306014,0.18014025483460766
0.24287118977384464,0.1920326864147089,2,0.046542167703899344,0.03297832651467773
0.11604938271604938,0.23751095530236635,2,0.022238907123293693,0.04078844066087342
0.12693498452012383,0.58298755186722,6,0.01974256447840957,0.21849259312437375
0.33883058470764615,0.34573304157549234,5,0.11702262626177182,0.137954519055006
0.4555052790346908,0.25,1,0.1849351896450767,0.04985661800659552
0.5372907153729072,0.38080495356037153,3,0.31424514748268284,0.1352991769799189
0.3581395348837209,0.1987075928917609,1,0.14540468761082412,0.03962755421525847
0.3553370786516854,0.3178294573643411,5,0.1227235085282655,0.12682042113304126
0.2811816192560175,0.22423398328690808,1,0.11415976603393228,0.044718192195330804
0.25035161744022505,0.18733153638814015,2,0.04797566551510436,0.03217098447585494
0.2496894409937888,0.3791208791208791,6,0.03883491936469579,0.14208726021920184
0.19929245283018868,0.3275862068965517,2,0.038191037687019196,0.0562573231382539
0.3793103448275862,0.1696113074204947,2,0.07268843083952561,0.029127838500446136
0.3090760425183974,0.31007751937984496,5,0.10674623792095268,0.12372724012979636
0.4609004739336493,0.4560260586319218,5,0.15918215869310753,0.18196367725929333
0.24167872648335745,0.2876923076923077,2,0.04631365222415768,0.04940622888724711
0.3562091503267974,0.10596026490066225,5,0.1230246977429232,0.04228030192514896
0.30627871362940273,0.3839479392624729,5,0.10578011860385939,0.15320304088306075
0.26595744680851063,0.13704994192799072,2,0.050966259534483624,0.02353598138995108
0.2376237623762376,0.4610169491525424,5,0.08206861479008337,0.1839551441387413
0.28779840848806365,0.1160337552742616,2,0.05515171151110859,0.01992681110493337
0.36808846761453395,0.24659231722428748,1,0.1494439553120419,0.049177035852850104
0.41946308724832215,0.218,1,0.17030205611177976,0.04347497090175129
0.15601965601965603,0.39425587467362927,6,0.024266187375467103,0.14775956731161713
0.13148148148148148,0.28270042194092826,6,0.020449694272058117,0.10595071553310997
0.5093896713615024,0.18322981366459629,1,0.20681225841360282,0.03654087530918181
0.18340611353711792,0.4018264840182648,5,0.06334335224518445,0.16033694405861282
0.23046092184368738,0.44047619047619047,5,0.07959476960477777,0.17575896343438036
0.5211267605633803,0.32531824611032534,3,0.3047913374359229,0.11558486974434717
0.2108843537414966,0.2570093457943925,2,0.04041243000911165,0.044136955438029986
0.14606741573033707,0.3091106290672451,6,0.0227182867209761,0.11584875644581723
0.3030035335689046,0.18831168831168832,1,0.1230194654657912,0.03755433564133169
0.2806652806652807,0.5778120184899846,4,0.09773033657490854,0.3556779384306643
0.5104529616724739,0.35194585448392557,3,0.29854855413313425,0.1250456014501929
0.4233055885850178,0.5509893455098934,4,0.14739905679958634,0.3391669751355592
0.5059101654846335,0.3193069306930693,3,0.2958916095458062,0.1134490623686364
0.37910085054678005,0.1957040572792363,1,0.15391498390326935,0.03902856970444709
0.3175182481751825,0.7389473684210527,4,0.11056289252906724,0.4548664067175685
0.08752327746741155,0.5195652173913043,6,0.013612747937808771,0.19472311420966737
0.2710951526032316,0.0967741935483871,2,0.051950814206998965,0.016619311079891643
0.23711340206185566,0.4451219512195122,5,0.08189235058306,0.17761271650949578
0.3841886269070735,0.4005681818181818,5,0.13268802796938065,0.15983485587506152
0.325635103926097,0.22478386167146974,1,0.13220788533403718,0.0448278525016075
0.3601003764115433,0.28907330567081607,5,0.12436861861774086,0.11534613143635684
0.44818976279650435,0.25655644241733183,1,0.1819650893078694,0.05116414618692813
0.3237410071942446,0.33752860411899316,5,0.11181110738037439,0.1346807815543307
0.29537366548042704,0.49356223175965663,5,0.1020138193631775,0.1969413741765589
0.1042296072507553,0.25609756097560976,6,0.016211131623694426,0.09598047164329968
0.35294117647058826,0.3981373690337602,5,0.12189603079115327,0.1588649121084504
0.17592592592592593,0.20202020202020202,2,0.03371323686243991,0.03469351134522835
0.129973474801061,0.37777777777777777,6,0.020215149640925682,0.14158389150344944
0.2623574144486692,0.17846607669616518,2,0.05027637404420697,0.030648493540154156
0.5283505154639175,0.3138075313807531,3,0.30901629398020747,0.11149513767862486
0.1292834890965732,0.3965287049399199,5,0.044650908475160234,0.1582230223996291
0.12754158964879853,0.3730255164034022,6,0.019836911524742533,0.13980283475949928
0.3069029850746269,0.37720488466757124,6,0.047733506994611166,0.1413691821141474
0.6016260162601627,0.47235023041474655,3,0.35187292614553706,0.16782501599275654
0.32116788321167883,0.1625,2,0.06154640859405088,0.027906593188318056
0.39767441860465114,0.4076827757125155,5,0.1373456439960785,0.16267372361674992
0.3081761006289308,0.34786641929499074,5,0.10643542311219147,0.13880578017808207
0.38528896672504376,0.10546875,1,0.156427359701412,0.021033260721532485
0.7533512064343163,0.23699421965317918,1,0.30586066648124854,0.04726292111607899
0.25071225071225073,0.5255878284923928,4,0.08730040490751774,0.32353081853672816
0.485006518904824,0.2838137472283814,1,0.1969126960347062,0.056599974322343476
0.10585585585585586,0.2154696132596685,2,0.020285489605707085,0.03700321748727256
0.4786184210526316,0.24784853700516352,1,0.19431912765659629,0.04942755933183997
0.18848167539267016,0.17227722772277226,2,0.03611933450569479,0.029585664674896213
0.4039301310043668,0.4914965986394558,1,0.16399567429593745,0.09801743267963337
0.3106904231625835,0.3191489361702128,5,0.10730379993363769,0.12734692002721062
0.6286836935166994,0.3236658932714617,3,0.36769814615537455,0.11499779235186983
0.316711590296496,0.18099547511312217,2,0.06069243520844978,0.03108287441789689
0.3089753772835584,0.34856396866840733,5,0.10671147095868368,0.13908411657279948
0.296137339055794,0.7048872180451128,4,0.10311785536749767,0.4339003421832727
0.2580299785867238,0.25076452599388377,2,0.049447093939794094,0.0430645145413706
0.15058823529411763,0.08085612366230678,6,0.02342142283487418,0.030303329929394652
0.35106382978723405,0.44677871148459386,5,0.12124764764864712,0.1782737975693715
0.21908127208480566,0.28614008941877794,2,0.04198323117554355,0.04913966197094638
0.36335403726708076,0.3382352941176471,5,0.12549234225859413,0.1349627652445242
0.10634920634920635,0.6929637526652452,6,0.016540798988666727,0.2597095714584157
0.34095427435387676,0.12703101920236337,5,0.11775608938754385,0.05068796166912706
0.39752407152682256,0.2857142857142857,1,0.1613948134961067,0.05697899200753773
0.3168604651162791,0.540090771558245,4,0.11033384617325322,0.33245824947580793
0.22269807280513917,0.4267631103074141,5,0.07691369822939291,0.17028716539383004
0.25,0.17669172932330826,2,0.04790828396241461,0.030343779753636748
0.08797127468581688,0.15813424345847554,2,0.016858211232734763,0.02715684923900383
0.6254901960784314,0.5620052770448549,3,0.36583036574383776,0.19967926029219898
0.2623574144486692,0.25780346820809247,2,0.05027637404420697,0.04427333236812753
0.36553030303030304,0.48284313725490197,5,0.12624396370763064,0.19266423734182078
0.2992125984251969,0.09895833333333333,2,0.057339048521945046,0.0169943996980142
0.08545034642032333,0.4652605459057072,6,0.01329033898954953,0.17437076113857172
0.5583524027459954,0.3249607535321821,3,0.326563493706471,0.11545785340396877
0.20506634499396864,0.16877637130801687,2,0.03929750674842212,0.02898445251626672
0.35,0.15488215488215487,4,0.12187334935100629,0.09533925184205656
0.38081805359661497,0.5725552050473186,4,0.13260449052900142,0.35244205459964206
0.42920353982300885,0.24831460674157305,1,0.17425668084839313,0.04952050597509038
0.40166666666666667,0.40270551508844954,5,0.13872445504204303,0.16068769534338773
0.11932773109243698,0.06299212598425197,2,0.022867147303068488,0.010817819285598761
0.35753176043557167,0.33610648918469216,5,0.12348149035679741,0.1341133287563325
0.12484993997599039,0.37343358395989973,6,0.01941827148299518,0.1399557706812072
0.30569948186528495,0.2588369441277081,5,0.10558006812048938,0.10328120788827898
0.32439024390243903,0.4642233856893543,5,0.11203533561739737,0.18523457756604852
0.2903225806451613,0.18110236220472442,2,0.055635426536997615,0.031101230446096438
0.47074468085106386,0.25,1,0.19112238833344544,0.04985661800659552
0.295,0.4680306905370844,5,0.10188476573627225,0.1867537696767329
0.519163763066202,0.3033033033033033,3,0.30364323935724913,0.10776300814511813
0.38183694530443757,0.21613832853025935,1,0.155025838653332,0.043103704328468745
0.3639240506329114,0.4308390022675737,5,0.12568920896450667,0.17191352922796535
0.19534883720930232,0.13224181360201512,2,0.03743531025900304,0.022710267659549668
0.08263069139966273,0.3635382955771305,6,0.012851789906625602,0.1362472057014919
0.25277161862527714,0.41387024608501116,5,0.08730026152004988,0.16514265020680033
0.5666666666666667,0.44203821656050957,3,0.33142625611275583,0.15705522298261393
0.3431174089068826,0.44243792325056436,5,0.1185031756830999,0.17654173473147694
0.3453887884267631,0.5909980430528375,5,0.11928764676879887,0.23582024564464807
0.42298578199052134,0.37941176470588234,6,0.06578819941538222,0.1421962785774263
0.6357267950963222,0.35263835263835264,3,0.3718174440164738,0.1252916445477894
0.3185483870967742,0.305993690851735,5,0.11001772133905835,0.12209770944354431
0.4117647058823529,0.4578488372093023,1,0.16717651249372828,0.0913071783260325
0.5821917808219178,0.13755458515283842,3,0.34050642751310534,0.04887284681301468
0.39638682252922425,0.18739352640545145,1,0.1609330902873434,0.037371229851621855
0.4307931570762053,0.62478184991274,4,0.15000629980106087,0.3845906856119018
0.4291497975708502,0.22422680412371135,1,0.17423486148854733,0.04471676048014238
0.43134715025906734,0.2693437806072478,1,0.17512698690358913,0.053714279928751295
0.3958333333333333,0.32791327913279134,1,0.16070837361748283,0.06539458838805483
0.25688073394495414,0.06060606060606061,2,0.049226860585233366,0.010408053403568505
0.34150076569678406,0.2600896860986547,5,0.11794483224330321,0.10378107742725744
0.24066390041493776,0.48645320197044334,5,0.08311859361001184,0.19410472662603984
0.44457831325301206,0.32244196044711954,3,0.26002045748888786,0.11456293166462314
0.3577639751552795,0.25617283950617287,5,0.12356169083923113,0.1022181759313063
0.467843631778058,0.21641791044776118,1,0.1899445621145639,0.04315946036391851
0.41944444444444445,0.32731648616125153,1,0.17029448713150813,0.06527557207121051
0.09146341463414634,0.4226254002134472,6,0.014225568842637473,0.1583919233217069
0.05873715124816446,0.38729508196721313,6,0.009135558649799494,0.14515079523105565
0.13316261203585147,0.4064885496183206,6,0.020711165358943642,0.15234414010558633
0.3067814854682454,0.26658624849215923,5,0.10595376196324677,0.10637333802353331
0.285958904109589,0.4685099846390169,5,0.09876222357764956,0.18694501777676029
0.15567282321899736,0.15161290322580645,6,0.024212243469016747,0.0568216186963559
0.40515933232169954,0.47992351816443596,1,0.16449473015587093,0.09570945407002276
0.31773399014778325,0.30625,5,0.10973645136494216,0.1221999820094442
0.22781065088757396,0.25761772853185594,2,0.04365606940953757,0.04424143475838191
0.4035928143712575,0.7857142857142857,1,0.1638587237085662,0.15669222802072877
0.42316258351893093,0.6012931034482759,4,0.1473492610670773,0.3701319539630966
0.34678624813153963,0.2815533980582524,5,0.11977029034387356,0.11234553527319616
0.375609756097561,0.18840579710144928,1,0.15249759920159603,0.03757310342526039
0.4509151414309484,0.17346938775510204,2,0.08641028255450488,0.029790397752050668
0.1733615221987315,0.4440944881889764,6,0.02696341787114711,0.16643812720507398
0.32413793103448274,0.7217898832684825,4,0.11286792944822258,0.4443049459787129
0.3584672435105068,0.08789625360230548,5,0.12380458009896694,0.03507239382497722
0.37014314928425357,0.1534526854219949,1,0.15027815627905403,0.030602527676682673
0.32998885172798215,0.2598187311178248,5,0.11396893848775236,0.10367296087612997
0.3670212765957447,0.3165137614678899,5,0.12675890435994927,0.1262954316967107
0.3588235294117647,0.4258720930232558,5,0.12392763130433915,0.1699316313657672
0.5389408099688473,0.25555555555555554,3,0.3152102380841493,0.09079833656583716
0.17994505494505494,0.3591635916359164,6,0.02798737371934281,0.1346076502680939
0.3939038686987104,0.2971098265895954,1,0.1599250107794634,0.05925156452113318
0.30474732006125577,0.2955010224948875,5,0.1052512180108401,0.1179109212494616
0.42627013630731103,0.3818646232439336,5,0.14722180670521773,0.15237175539739387
0.28,0.39263803680981596,5,0.09670418442764826,0.15667056664288326
0.3055555555555556,0.2912621359223301,5,0.10553035999048917,0.11621951924813395
0.3865652724968314,0.488,5,0.13350885501734888,0.1947219305162735
0.6521739130434783,0.30363036303630364,3,0.38143686764895174,0.10787921176139069
0.154434250764526,0.07335907335907337,6,0.02401960472063681,0.027493578749818146
0.16705882352941176,0.3681917211328976,6,0.025983140957438547,0.13799122066945188
0.3579439252336449,0.08091787439613526,5,0.12362384057339547,0.032287878515755736
0.19804741980474197,0.17889908256880735,2,0.03795244810411645,0.03072285488622171
0.3986095017381228,0.2996575342465753,1,0.16183549827235938,0.05975964487091928
0.41733181299885974,0.5444126074498568,1,0.16943675854959722,0.10857028563040859
0.2193126022913257,0.358695652173913,6,0.03411032197335528,0.13443227550039796
0.2073490813648294,0.18739054290718038,2,0.039734954677488235,0.032181117835376874
0.28859060402684567,0.4082914572864322,5,0.09967113927106604,0.1629165999510588
0.18438914027149322,0.2508896797153025,2,0.03533506916684879,0.0430860075505376
0.30720606826801516,0.29469548133595286,5,0.10610040101101013,0.11758949393475245
0.6687116564417178,0.2647058823529412,3,0.39110929537665523,0.09404942790067532
0.4344660194174757,0.4007707129094412,5,0.1500524359617635,0.15991566990186395
0.07538461538461538,0.15384615384615385,2,0.01444619024097425,0.02642044325521236
0.46089850249584025,0.13157894736842105,1,0.18712483891917434,0.02624032526662922
0.24881141045958796,0.48797736916548795,5,0.08593251615995458,0.19471290035277888
0.18898623279098872,0.3013698630136986,2,0.03621602442215072,0.05175511486979955
0.12210796915167095,0.1936193619361936,2,0.02339993304076806,0.03325081087344658
0.3960546282245827,0.21852731591448932,1,0.16079821936585137,0.04358013165422126
0.18906605922551253,0.2544757033248082,2,0.036231321812122214,0.04370184571690177
0.3310344827586207,0.06499261447562776,5,0.11433007025928857,0.025933375737692912
