n_bbox_width,n_bbox_height,AnchorBox#,width_mul,height_mul
0.08528784648187633,0.2955607476635514,3,0.01683098322900084,0.07091844276152566
0.1643192488262911,0.12434691745036573,3,0.03242729926103859,0.0298364712414869
0.29458917835671344,0.5222841225626741,1,0.09621914750097083,0.26066223966258295
0.10898379970544919,0.08781127129750983,3,0.021507220322006745,0.021069910894995412
0.17197452229299362,0.3273453093812375,3,0.03393801602370026,0.07854500223769076
0.4211994421199442,0.16940451745379878,2,0.193024863145854,0.04418076425563291
0.2903663500678426,0.4007707129094412,1,0.09483988116041935,0.20001716901820826
0.10462287104622871,0.3804945054945055,3,0.02064662036370194,0.09129790752764014
0.15692307692307692,0.3692493946731235,3,0.03096771445034393,0.08859969487782982
0.4195804195804196,0.48230668414154654,1,0.1370439691822019,0.2407102476631064
0.1292372881355932,0.09328358208955224,3,0.0255041101270384,0.022382966714303714
0.45904173106646057,0.23449612403100775,2,0.2103670101540808,0.06115668065049754
0.4492099322799097,0.2674897119341564,2,0.20586134982912924,0.06976142125013392
0.15636363636363637,0.35904255319148937,3,0.03085731261629636,0.08615061018335196
0.602760736196319,0.41914893617021276,1,0.19687459161734572,0.20918939660319832
0.39014373716632444,0.12331081081081081,2,0.1787928329028903,0.03215950757682239
0.356981981981982,0.34513274336283184,1,0.11659797610732724,0.17224929876180878
0.22566371681415928,0.37721518987341773,3,0.04453321768301671,0.0905110508187925
0.41849148418491483,0.5480607082630692,1,0.13668829951360253,0.2735268516032096
0.17326732673267325,0.32669322709163345,3,0.03419314229010505,0.07838853808980692
0.52,0.12180974477958237,2,0.23830261581225234,0.031768028970143976
0.28391167192429023,0.17867867867867868,3,0.0560280601022181,0.04287312759474919
0.6518847006651884,0.29132947976878615,2,0.2987419795701952,0.07597884200396977
0.1952141057934509,0.12613981762917933,3,0.03852419161940227,0.03026666939774905
0.5,0.3146067415730337,2,0.22913713058870416,0.08204956096558533
0.48079658605974396,0.41830065359477125,2,0.2203367002531494,0.10909297368346733
0.3292181069958848,0.1933497536945813,1,0.10752969872732442,0.09649724672645099
0.33908754623921084,0.38311688311688313,1,0.11075326938121846,0.1912064726681617
0.39867109634551495,0.6706281833616299,1,0.13021453550202575,0.3346979866019475
0.19638242894056848,0.05945945945945946,3,0.03875475233943837,0.014267023972706454
0.39094650205761317,0.6214285714285714,1,0.12769151723869773,0.31014338024310295
0.31100478468899523,0.5068493150684932,1,0.10158083680610581,0.25295901584935815
0.2557077625570776,0.08226221079691516,3,0.05046220816512306,0.019738439335924795
0.37549019607843137,0.35,1,0.12264315601535974,0.1746784555392189
0.6239837398373984,0.449868073878628,1,0.2038064800497238,0.2245207438329199
0.3380281690140845,0.14641744548286603,1,0.11040725404537957,0.07307420925984236
0.588034188034188,0.07724867724867725,2,0.26948093306842474,0.020146485169818894
0.08781362007168458,0.3135755258126195,3,0.017329427669608793,0.07524100596765405
0.23440134907251264,0.3613013698630137,3,0.046257530677984555,0.08669260286030454
0.16721311475409836,0.1116584564860427,3,0.03299838425036648,0.02679193335970252
0.5975232198142415,0.114321608040201,2,0.2738295120967177,0.02981511998655221
0.3968957871396896,0.6998223801065719,1,0.1296346814174731,0.34926826431084623
0.2311111111111111,0.09395973154362416,3,0.04560822433209694,0.022545205667669137
0.23703703703703705,0.2863849765258216,3,0.04677766598163789,0.06871675865642012
0.38315217391304346,0.5667215815485996,1,0.1251457224013015,0.2828401445304368
0.34252669039145905,0.4852374839537869,1,0.11187656766497814,0.24217295504795433
0.6045454545454545,0.4205298013245033,1,0.19745751893002259,0.20987856058165374
0.39012345679012345,0.30969267139479906,2,0.1787835389284704,0.08076796954557239
0.18282208588957055,0.14160401002506265,3,0.03607870978606772,0.03397723127699116
0.358974358974359,0.44038929440389296,1,0.1172487291892172,0.2197900622356526
0.18545454545454546,0.2206266318537859,3,0.0365982079867701,0.0529383461318143
0.3492462311557789,0.43617021276595747,1,0.114071313879172,0.2176843974804856
0.32004089979550104,0.12558139534883722,1,0.10453222591387484,0.06267532623998553
0.3882978723404255,0.2974308300395257,2,0.17794692056356812,0.07757007653539898
0.36387782204515273,0.07507507507507508,1,0.11885030545588834,0.03746856618172864
0.12100456621004566,0.3411154345006485,3,0.023879437792424307,0.0818490804612702
0.20324324324324325,0.1715686274509804,3,0.04010868792614762,0.041167103486307616
0.28255093002657217,0.1985494106980961,3,0.05575952683512056,0.0476410184005771
0.22006472491909385,0.33195020746887965,3,0.04342829426693323,0.0796499263659206
0.37261698440207974,0.057285180572851806,2,0.17076077322901698,0.014939997446766872
0.1119186046511628,0.3023255813953488,3,0.02208638435134111,0.07254163351872943
0.41725768321513,0.2157394843962008,2,0.1912184564960108,0.05626494171467329
0.2513812154696133,0.4721878862793572,1,0.08210649958416177,0.23566014485601844
0.42081447963800905,0.3109826589595376,2,0.19284844474886415,0.08110439880582487
0.6637554585152838,0.5917030567685589,1,0.21679677686640034,0.295307931697619
0.30158730158730157,0.3672922252010724,1,0.0985048847269954,0.18330868179910373
0.13312693498452013,0.10905349794238683,3,0.02627170578786842,0.02616688553168477
0.1759656652360515,0.23550724637681159,3,0.03472564125648682,0.05650888118306822
